Fisrt_Name,Last_Name,Gender,Age,Length_Service,Absent_Hours,distribution_centers_id
Daley,Jeff,M,51.42843498,4.166619303,83.34516514,1
Peterson,William,M,25.19886483,4.480888321,0,1
Gonzales,Felipe,M,42.79397262,4.012556849,44.54520392,8
Phillips,Gloria,F,24.27474804,3.844256009,0,2
Novotny,Blake,M,41.96525004,5.042721833,67.59571156,3
Huber,Kemberly,F,39.92438192,3.715268706,59.88469841,4
Meighan,Joseph,M,42.91600353,2.986192333,35.94826994,2
Bass,Susan,F,43.8429412,3.621073303,37.67085505,4
Crayton,Donald,M,45.95783207,5.068895861,61.1683144,8
Brown,Charles,M,51.64602231,6.501639908,116.1556376,10
Craft,Alice,F,41.59820376,8.141919691,109.0036237,10
Williams,Ronald,M,33.21809474,5.201013627,0,9
Gebhart,Carlos,M,34.98488307,4.560585799,9.39896775,7
Nakagawa,Allison,F,30.11227189,2.517436919,0,5
Hicks,Daniel,M,46.14572089,3.636785457,80.95071499,7
Hanson,Sherry,F,38.61901959,5.739838554,80.00442511,1
Taylor,Stanley,M,39.87582069,5.300878269,14.28738273,2
Banks,Dean,M,52.53735844,5.559846371,117.8462012,6
Britt,Jeffrey,M,37.89783133,5.726419464,13.50763609,2
Lynn,Dorothy,F,38.99656933,4.945620285,61.28285475,9
Toth,Florence,F,46.61627362,4.454020552,78.08908233,1
Conner,Donna,F,48.11320722,3.585588657,92.20547676,3
Carter,Rhonda,F,54.62949503,2.613681668,142.780113,8
Clarke,Esther,F,47.98854107,7.361408294,86.3146239,5
Henderson,Marcus,M,50.30786948,6.058559789,62.78506303,2
Shick,Donald,M,50.80367613,4.834174012,81.59105147,8
Kirkpatrick,Fred,M,58.57100814,4.438908219,115.0863671,8
Delariva,Latesha,F,55.88706312,6.899059648,143.0609447,3
Morrissey,Sandra,F,53.93780948,4.872762835,117.2395559,2
Bailey,Tommy,M,43.98958416,3.246994766,47.74070514,10
Ayala,Betty,F,42.44720826,4.808884196,44.66446982,5
Dixon,Wendell,M,37.17093479,3.675688732,35.5028843,10
Ryan,David,M,57.24609053,4.31089903,92.12886905,1
Dozier,Karissa,F,32.72897393,3.65791582,10.29739631,6
Kearns,John,M,36.66140649,4.63435456,0,7
McLeod,Peter,M,34.69500346,5.558740939,17.52620808,6
Brown,Edward,M,40.37627021,5.547460415,27.1980796,5
Rivas,Sarah,F,46.50935021,3.52331091,106.5949822,4
Gonzales,Martin,M,26.0923043,2.254539219,0,1
Lachapelle,Barbara,F,36.35940711,3.187045696,46.9980695,10
Coburn,Margaretta,F,50.15322925,5.417520092,84.63698178,5
Pruett,Mary,F,38.67236805,4.012784761,47.57623287,1
Kincer,Marti,F,42.08255168,4.463884855,87.6010776,4
Stephens,Marjorie,F,30.78288528,2.753079787,0,8
Lucas,Ruth,F,31.61615323,5.657365972,0,3
Inman,Santos,M,32.0619123,3.653009261,3.148857731,4
Aron,Geraldine,F,57.81088713,6.859244429,134.8852288,10
Karam,Beverly,F,26.8966841,4.763341606,17.57597906,2
Berg,Roxanne,F,43.62350719,5.13948,74.71181122,4
Trahan,Justin,M,47.31749712,8.180112303,86.73233361,5
Hutson,Miguel,M,44.62259817,3.93623424,61.77042454,7
Hampton,Lois,F,28.5504456,5.401013322,0,7
Salcido,Bryan,M,39.43752476,3.753755553,37.16253505,9
Drayton,Arlen,M,49.52740454,4.006295829,74.20346355,6
Greer,Kathleen,F,42.63672003,4.892188603,40.16328007,10
Rodriguez,Dennis,M,39.83238168,1.611760497,107.317636,3
Shepherd,Alvina,F,23.22616797,5.08203937,0,9
Sanders,Miles,M,33.85217568,4.352496581,49.21359687,8
Bates,Chad,M,52.94847892,4.559449979,123.9123003,1
Roberson,Arthur,M,67.75181156,3.87377674,171.8542979,10
Everhart,Tu,F,59.61591064,3.317481593,164.4815582,1
Prinz,Christine,F,38.97121153,2.958295282,42.98584549,4
Gonzales,Leslie,F,56.60974849,4.626294022,145.3346959,5
Wood,Mildred,F,60.77757064,5.920486155,157.0868118,4
Blade,George,M,45.5479828,3.642271719,36.03846369,5
George,Ruth,F,25.43465578,7.336206992,0,2
Morin,Rachelle,F,40.26546647,3.392302887,51.76733168,7
Aguiar,Jamie,F,50.09674427,5.487412025,116.3077127,3
Sanders,Joi,F,46.52135473,3.048656238,98.51763044,4
Pruitt,Cheryl,F,46.82952017,3.997727514,102.2702055,9
McBroom,Ronnie,M,50.14188482,3.820837115,60.94866774,1
Anderson,Tommie,F,40.31292085,3.639248121,72.54166551,9
Wilson,Marcia,F,45.70627471,6.801822009,91.64817505,7
Valentino,Milton,M,30.85295835,6.189927909,19.80286347,4
Lenox,Joseph,M,61.64663335,4.68395288,173.7152051,2
Riddle,Edward,M,46.40075259,6.644803436,68.53941091,5
Romeo,Ann,F,35.10103346,5.230969813,0,4
Brown,Alexander,M,47.50889805,3.202211506,89.60848601,9
White,Hazel,F,55.14729639,5.23525826,148.4927758,5
Tomlinson,Chelsea,F,42.62135301,4.938215177,74.38386077,9
Bracken,Debra,F,36.1558302,4.523238788,58.43639224,1
Schwartz,Christine,F,34.79248675,5.661970302,3.984746392,10
Boyes,Debbie,F,46.22959308,3.516870408,99.62233927,4
Lindley,Kenneth,M,40.22487668,5.3590961,56.36517187,7
Burns,Barbara,F,55.32113826,6.562660392,134.4320028,7
Marro,Robert,M,53.61832853,8.051582081,117.3567293,1
Garner,Angela,F,33.18457506,4.830583077,38.10623883,1
Hester,Sally,F,45.29543575,4.63591697,37.4068238,5
Davis,Mary,F,57.81203984,2.85994597,195.6124113,3
Roberts,William,M,35.86584258,3.897344069,50.08317224,3
Bivona,Juan,M,44.74858821,4.181837659,59.86873973,5
Moore,Lieselotte,F,32.47883144,1.535941628,0,7
Kavanaugh,Jessica,F,29.37309612,4.078168189,34.66121192,8
Mansfield,Lane,F,37.33595814,2.903001685,57.410055,4
Orr,Alan,M,30.27899588,1.293856767,14.55944321,6
Burchard,Michael,M,36.70825164,4.350826745,38.5006215,10
Oliver,Jaime,M,32.43883728,2.58944404,0,9
Shin,Michael,M,45.49778665,4.781034344,52.28132095,4
Henderson,Pauline,F,52.67305175,5.380504767,93.92901195,4
Vasquez,Sheila,F,63.22383318,3.781847886,141.907341,4
Wingfield,Stephen,M,27.26770952,5.519269733,0,3
Bible,Michael,M,24.26879308,3.049693567,0,5
Bennett,Shirley,F,57.09406687,4.976692459,145.5355664,6
Rowsey,Edna,F,28.92633091,5.913031379,20.51720659,5
Kendall,Joanne,F,29.58528457,3.01399266,0,3
Doggett,Abraham,M,43.84295413,6.26909504,13.94234328,5
Jenkins,Janet,F,26.26588513,5.154741582,0,3
King,Thomas,M,69.5332004,2.895403106,166.5387132,3
Griggs,Debra,F,57.17305982,7.104284139,178.2730815,1
Greenblatt,Aaron,M,33.56208015,4.890463051,0,10
Perkins,Leslie,M,47.55631203,4.240371688,122.3764328,8
Mason,Frances,F,15.84257283,3.41228954,0,4
Kistler,Daniel,M,32.62754932,5.558620254,0.015984618,8
Blanton,Jorge,M,47.73016843,5.125871846,30.24004731,6
Baumgardner,Harry,M,30.95781053,3.426612519,57.24572606,4
Gephart,Alexander,M,42.82390389,4.296773866,54.07396584,3
Walker,Hortensia,F,33.78423278,1.400798902,42.25363699,7
Page,Travis,M,33.6822941,5.721401012,32.75877739,3
Crews,Tara,F,57.60243053,6.571685757,140.3673166,4
Hubbard,Gladys,F,34.66884287,3.99102056,45.13057765,10
Johnson,Regina,F,35.73997989,4.149151662,50.03488608,6
Sakai,John,M,51.82087717,4.815895463,70.42260414,5
Mitchell,Elijah,M,43.86378981,2.180327741,107.015005,3
Aleman,Aisha,F,51.04828293,4.711477718,104.5649718,3
Richardson,Janie,F,52.98074316,2.968868547,125.4413427,5
Lange,Lynn,F,28.93469255,5.43814168,13.23139359,7
Pickle,Angela,F,52.52225565,4.894718497,106.0957056,3
Goodlett,Clifford,M,56.17904999,4.632056692,119.5558886,6
Broaddus,John,M,30.90313635,1.550656554,14.76986568,3
Finnell,Thomas,M,29.71088952,3.02428425,0,10
Davis,Bill,M,51.81964556,1.754525929,70.69265405,4
Owens,Logan,M,48.30813221,7.730922656,38.69678002,9
Turley,Warren,M,43.60605929,3.10364486,20.09328976,4
Heath,Patricia,F,31.50688394,3.598682662,0,9
Hunt,Scott,M,58.99575461,4.31135363,158.0484196,5
Rust,Jamie,F,51.00126065,4.227171389,121.1380638,2
Copeland,Diana,F,41.24253724,2.121118696,46.2126272,6
Carpenter,Dorothy,F,27.95507153,4.167889119,0,3
Griffith,Lois,F,38.08765249,4.348830651,29.06194428,9
Maupin,Charles,M,43.77921633,3.058054891,95.70069069,10
Martinez,Angel,F,38.92647582,4.813057426,71.63044298,9
Cook,Judith,F,35.68950786,2.900021719,33.71280898,4
Brown,Danae,F,59.78169582,6.589484481,155.7149311,10
Price,Pete,M,30.17153959,1.791582112,0,10
Aldridge,Arlene,F,30.5012917,3.563761327,27.08492361,1
Buck,Eldridge,M,20.46301165,6.203381237,0,1
Tyson,Breann,F,40.05004108,4.165502049,44.67656919,8
Colon,Anthony,M,51.15676885,5.641297334,107.2322114,4
Wade,Sarah,F,62.16409429,6.679193936,198.5417458,9
Carver,Larry,M,46.17784643,4.15296855,91.11349318,10
Magee,Nancy,F,52.07842293,4.321579507,105.8340991,4
Lopez,Anna,F,53.32798021,5.233171623,151.8052833,8
William,Angel,F,41.96797995,6.723624235,18.69536078,7
Jones,Raymond,M,42.78829895,3.683158521,49.25104486,5
Gonsalves,Heather,F,37.42044683,4.326117737,37.86548255,6
Hamlin,Raymond,M,53.78460582,5.792404641,124.7847768,7
Madigan,Donald,M,31.17432175,5.811643209,74.174938,1
Cerna,Leonard,M,26.73522731,3.81345639,0,1
Lockett,Tim,M,42.054885,5.564936772,21.35773016,1
Staton,Simon,M,51.34818091,5.64830574,125.6311357,3
Hollis,David,M,43.81658202,4.172781184,65.64606004,2
Perkins,Anthony,M,40.68138801,4.473870583,13.59653458,10
Shelton,Ronald,M,34.71989673,4.280778747,28.87413059,3
Yates,Bryant,M,47.59857937,3.993728928,62.66050569,4
Taylor,Stefanie,F,35.24774781,2.972902877,22.03862254,8
Anderson,Daniel,M,37.78277582,7.319838646,27.5095169,6
Piercy,Benjamin,M,30.52772989,7.760828101,0,2
Lovelace,Robert,M,35.67119359,4.717901356,31.30850408,1
Kimball,Shena,F,56.83150629,4.189240012,130.3325542,7
Chitwood,Jose,M,47.349964,5.381569121,118.8271208,2
Walker,Katherine,F,42.87421721,5.509637064,63.32654291,5
Frank,Susan,F,48.9177821,6.044211483,107.3730251,10
Howard,Virginia,F,39.78946548,4.566098294,67.48946917,5
Herrera,James,M,49.15468704,7.441237228,94.10308221,1
Jones,Kira,F,44.84937295,5.604858451,81.16431896,7
Combs,Henry,M,39.14205498,5.736895867,22.20121289,10
Brown,Joseph,M,43.74769659,4.38070331,100.0174533,9
Graham,Phyllis,F,41.81877546,2.652859613,52.50535828,2
Ervin,Donald,F,43.84221369,4.621058914,45.0854156,3
Bennett,Virgil,M,48.75894003,2.699656564,36.87562294,5
Nichols,Paul,M,40.10889264,4.308580485,24.61765833,5
Johnson,Joyce,F,34.41387766,2.857554829,62.91157256,7
Martin,William,M,32.1339995,2.431563173,0,7
Ness,Lionel,M,35.11708439,4.873160341,23.31617806,9
Matson,Marie,F,57.07739651,3.85196262,164.5344347,8
Carrier,Frank,M,42.22103116,1,31.34629978,6
Tardif,Edward,M,34.31260948,3.214865868,2.273817097,2
Ricks,Yolanda,F,39.07944208,6.089519883,73.56598342,8
Vickery,Michelle,F,42.11479839,5.48556792,61.20720429,5
Johnson,Jennifer,F,38.32160409,4.619259745,40.11858888,2
Young,Pablo,M,35.93807517,4.536069084,49.21335702,7
Gragg,Jose,M,58.45323647,4.704838027,100.8501363,9
Walker,Gary,M,61.25654564,5.410720172,157.1753636,8
Brown,Walter,M,47.95776637,5.27979501,95.35845861,10
Barile,Mira,F,42.2425851,3.073578236,51.43795341,6
Gilbert,Heather,F,39.85466222,3.261541973,64.56025847,2
Putnam,Cynthia,F,30.03114475,5.94865459,9.279020339,1
Koch,Elias,M,48.80398211,4.307390185,71.04634646,1
Robertson,Simon,M,49.65683766,4.921041582,72.31083265,5
Harrington,Christopher,M,50.07414077,2.895711422,100.0823786,7
Sanderson,John,M,31.85041294,3.680442645,6.695626287,10
Dupree,Ryan,M,47.53765535,4.118329289,69.01600253,4
Jackson,Raymond,M,31.78132811,6.023877808,31.10935926,7
Corbett,Patrina,F,39.36611754,3.669411823,50.75043962,7
Butler,Erica,F,51.70957668,5.470366052,114.8058997,10
Walker,Ann,F,39.85833888,3.864686706,28.7374711,8
Koehn,Paul,M,21.28777978,3.695852416,0,1
Marvin,Edward,M,53.92367625,5.79883564,116.6147377,7
Soto,Mckinley,M,41.94702317,5.85286072,41.70276874,4
Seals,Linda,F,54.04043307,5.01478716,144.564954,4
Kurtz,Bernard,M,48.61888494,6.519873099,25.80173937,10
Cross,Cynthia,F,52.2020161,3.159726076,163.6961669,2
Galvan,John,M,55.62212318,5.534570968,61.89997565,10
Cordova,Carmen,F,49.42002661,5.872508343,101.7920905,1
Monroe,Tyrone,M,47.63879668,6.613097766,86.67882756,4
Rosales,Julie,F,20.1414963,4.852321541,0,2
Crow,Tamara,F,39.1341984,2.833840913,70.51901208,2
Maier,Myrna,F,64.11340727,6.954374909,172.0298032,6
Trotta,Ashley,F,29.19568422,3.733399207,0,3
Laury,Jerry,M,49.6184304,4.050255765,97.51680171,4
Greenberg,Richard,M,41.71417187,3.936833396,31.23919532,9
Mulligan,Stephen,M,28.71041089,5.614235901,0,10
Ferris,Robert,M,59.98745536,6.407662516,148.5287282,7
Carter,Billie,M,32.18794464,2.782675221,0.35590029,6
Wood,Tracy,F,25.51193363,4.975469109,0,6
Spigner,Paul,M,31.73408769,8.760520149,9.761523656,7
Yarbrough,Robert,M,50.3624532,1.107828626,90.84845182,1
Lafever,Steven,M,37.70706819,6.373564833,0,5
Gonzalez,Meghan,F,43.83884206,4.582543922,96.40845761,1
Cox,Sharon,F,51.90913395,5.530085051,153.0558933,4
Mitchell,Deborah,F,35.11025747,4.855227484,8.326085638,3
Brown,Ruthie,F,22.87292687,2.809461405,0,9
West,Lucia,F,44.14004736,4.123063395,88.25214015,9
Ballou,Corey,M,30.34829314,3.073695873,0,9
Clark,Richard,M,38.96436334,1.519962557,28.53555525,2
Howard,Barbara,F,29.14742611,5.59552897,4.959797113,3
Logsdon,Lamont,M,38.93616503,4.998955987,38.75628933,7
Franklin,Joyce,F,42.52365842,4.160159258,70.77046235,1
Shetler,Tom,M,53.26445236,3.142249505,89.20247715,2
Ross,Gilda,F,33.52197491,3.536940144,42.2847197,2
Bedard,Norman,M,57.8741416,1.828859537,127.082039,2
Bennett,Cathy,F,32.90043926,4.901837757,0,9
Ng,Betty,F,40.10151781,3.833225917,53.98224916,10
Surrett,Gloria,F,50.77595494,5.39627919,89.96448445,7
Hernandez,Stephanie,F,60.9962919,1.575410823,149.1844642,10
Brown,Bryant,M,29.85151796,6.569105998,0,4
Wallach,Angelica,F,39.28593219,4.160124479,52.40959774,2
Elrod,Karen,F,59.26388391,4.565707734,151.2351219,3
Mosher,Douglas,M,24.60758895,6.378635111,0,7
Coto,Kennith,M,43.73795281,5.296897492,0,10
Pendergast,Tricia,F,55.37070667,6.317085613,157.3694747,7
Stange,Sammy,M,31.63680939,0.827182205,0,2
Smothers,Eunice,F,47.84803541,3.489245018,49.05935756,5
Myers,Evelyn,F,42.1933267,5.754728385,50.727894,6
Orr,Paul,M,40.80530249,5.882102204,16.15869238,7
Hernandez,Richard,M,45.04023045,5.225533572,33.88865481,1
Pendergrass,Kenneth,M,41.16514446,5.022466609,89.71496015,4
Griggs,Shirley,F,31.16717441,3.810570995,51.81687733,8
Anderson,Stephen,M,51.3589442,4.781410215,52.90349327,8
Lindsey,Alvin,M,41.24185203,3.585396202,56.78661629,2
Woodard,Mable,F,44.04665384,8.171563568,89.53487825,3
Eisenhower,Betty,F,40.97903195,3.033234985,104.1565606,3
Thrash,Lori,F,43.89187816,3.855810162,99.44983664,10
Hughes,Jon,M,23.46421623,0.408270558,0,4
Aoki,David,M,32.67482955,4.214590615,0,9
Griffith,Loren,M,41.29601144,3.421472951,60.61175024,9
Cabe,Catherine,F,46.03944414,4.758640671,16.11116483,3
Gonzales,Michael,M,39.29409796,4.249454628,37.67060184,4
Kolb,Teri,F,33.31492887,3.613045806,53.04166712,8
Brown,Eric,M,29.11713391,3.677404903,0.447337351,10
Nieto,Lindsey,F,31.89793191,5.649849276,5.856619013,4
Kang,Janet,F,36.89635401,3.543194851,42.31978956,2
Atkinson,Concepcion,F,30.13623027,5.417846381,53.63489216,3
Bridges,Jessica,F,39.80043569,7.388561597,75.83715559,5
Cummings,Sandra,F,35.20450934,4.026636121,38.28700158,5
Gainer,Royce,M,34.30116431,4.13554929,0,2
Johnson,William,M,44.81383955,6.258446717,49.91629329,1
Harris,Michel,M,36.62644798,3.258408652,16.33056117,2
Price,Krystina,F,49.4672675,6.038347039,71.25530238,7
Cross,Gail,F,42.7906449,6.70659208,90.69610103,10
Conner,Donna,F,42.25585299,1.518009631,28.01525537,1
Bishop,Robert,M,50.3507038,9.09429464,69.81402514,8
Rehkop,Suzanne,F,39.23730859,4.409702696,47.34879936,1
Fleming,Ignacio,M,44.56321667,3.491646426,70.76963289,7
Hernandez,Emma,F,61.4898305,5.702815239,169.4183363,8
Braxton,Edna,F,45.38345185,4.061881483,113.397477,2
Allen,Don,M,52.13929095,4.26908287,97.99889575,6
Martin,Adam,M,38.46970308,5.097477757,17.00467133,7
Spencer,Nicholas,M,52.14413223,3.539003073,74.29278994,7
Cox,Mary,F,35.22751774,5.365660667,46.19327724,5
Williams,Linda,F,33.7602661,3.333939659,52.05988808,9
Herrera,James,M,38.16621007,3.888692114,26.31039005,5
Fulgham,Rafael,M,57.8517085,2.460203062,161.678357,5
Middleton,Michelle,F,48.2059387,3.151031658,83.72548595,2
Jenkins,John,M,45.83426844,7.83185445,71.10111941,2
Luna,James,M,48.9817075,3.038825291,79.01489997,8
Martinez,Steven,M,59.97885449,4.015115698,142.0576888,6
Grissom,Betty,F,44.33092635,3.726068095,144.2486817,4
Cox,Davida,F,39.69140553,4.298432802,98.53196476,8
Barnes,Frank,M,45.77747214,4.863227631,70.27671217,4
Tovar,Jose,M,70.02698272,7.191061003,148.6000887,1
London,Michael,M,43.78051719,3.779287289,56.25846152,9
Malley,Amanda,F,41.64540542,2.880026564,104.1224237,9
Hoskins,Roberta,F,60.24202058,4.763843716,165.2637465,5
Chacon,David,M,43.36869023,4.01383865,45.57535468,8
Gadsden,Mary,F,16.62042679,6.411542498,0,9
Hyman,Yvette,F,39.22592116,5.417870368,52.21695341,3
Thorson,Sharon,F,61.68527682,4.474963082,176.7059388,2
August,Joseph,M,34.44130646,4.109002582,0,7
Bigler,Peter,M,37.22714046,5.182657787,54.24742995,3
Depriest,Samuel,M,24.78761532,4.731462225,0,5
Delacruz,Jonathan,M,42.67830957,4.894852786,72.5388464,4
Peterson,Brian,M,40.65494864,3.735881387,35.7762901,4
Lewis,Donna,F,46.83538236,4.653474094,107.0014828,1
Moss,Weldon,M,53.6839503,5.44605293,41.67430954,8
Jason,Ruth,F,56.2692659,3.007416027,147.7579583,9
Baumeister,Joshua,M,56.87186462,5.382679358,93.33760414,8
Durkee,Perry,M,40.82179272,2.142509516,72.26387197,3
Brown,Lloyd,M,32.95005355,2.829252614,0,3
Stevenson,Phil,M,39.04902104,4.946033676,0,10
Lynch,Robin,F,45.69016258,4.007000996,118.9113518,5
Eubanks,Marianna,F,29.49482378,5.329618208,1.949543905,7
Wilson,Shaun,M,51.76619092,1.86728528,108.6699557,5
Cleveland,Sara,F,25.04522916,6.642343996,0,6
Johnson,Martin,M,40.60118536,5.555928719,38.30232484,1
Simmons,Stefanie,F,35.58236457,4.18996577,16.57282261,4
Dang,William,M,44.56548797,5.316703212,29.94193707,1
Bowen,Kevin,M,28.41035182,3.899735201,0,4
May,Stephen,M,46.402052,5.94454074,124.4482058,6
Danner,Randy,M,49.39801549,5.341005079,115.5361798,1
Chambers,John,M,50.10164622,5.565281221,61.90353255,9
Cordes,Richard,M,36.86216069,4.630229275,28.37185243,7
Crump,Marion,M,40.42403621,5.379050117,58.10744501,6
McCabe,Karen,F,30.20270171,4.648977857,13.59702762,8
Childress,William,M,29.14930303,4.160556193,0,3
Reuter,Cynthia,F,36.54373538,5.293025382,25.61006597,9
Murphy,John,M,32.61171616,7.832165709,14.97226585,10
Lightle,Keith,M,47.37376788,3.863763597,64.172129,4
Rodriguez,Jeanette,F,43.0500696,3.216352333,51.93683169,6
Tilley,Paul,M,42.93951671,2.942144718,76.75828001,2
Schneider,Johnie,F,44.01677171,4.105897432,126.5105503,3
Kornegay,Christopher,M,41.64292611,3.127775032,37.02834111,7
Woodward,Emma,F,36.02777737,4.223408569,65.43119933,8
Krout,Paul,M,53.13936431,4.872330461,84.22983808,9
Krause,Barbara,F,47.74418087,3.356829217,126.8713684,6
Elmore,Pearl,F,46.9863272,2.629968095,93.38128952,1
Liu,Clifton,M,46.22494633,3.168618834,62.17414366,10
Ferguson,Earl,M,46.32852217,4.994080625,79.54260342,1
Taylor,Andrew,M,47.13217908,5.782825416,59.06424318,7
Pitman,Judy,F,38.54752289,6.541433664,57.78878622,7
McCraw,Robert,M,28.87307303,3.0171158,36.66496493,2
Cox,Louis,M,42.57494526,3.826961655,46.89646647,2
Arnett,Daniel,M,44.32272807,5.539249982,18.41157271,3
Wood,Steven,M,40.39860383,2.808310225,45.46391554,9
Smith,Priscilla,F,47.28990121,6.256591917,89.92029375,2
Trahan,Callie,F,31.77954346,2.862801932,0.160926367,10
Sloan,Robert,M,39.69002505,6.126403606,59.38383429,4
Stone,Terry,M,50.80529854,4.098577111,137.0063448,5
Drake,Stephen,M,46.47541243,5.509221895,75.10040736,9
Senn,Edmund,M,42.2362016,5.602798317,9.255731308,4
Poole,Claudia,F,35.50956485,5.553425448,50.14251329,9
Johnson,Alice,F,37.14053214,4.342826147,58.12530155,6
Carr,Cecil,M,42.16465729,5.147397238,34.37025296,10
Segovia,Kathy,F,46.80297302,3.588418731,72.1028644,6
Strauss,Michael,M,67.3612804,5.139659839,150.3511465,9
Penton,Norman,M,55.45083498,4.768839506,62.24443968,6
Buscher,Van,M,44.06537688,3.906185351,45.11878616,7
Bourbeau,Barbra,F,45.93177115,6.044299046,64.48340278,10
Durocher,Blanche,F,25.89283687,6.367146497,0,6
Ruiz,Gail,F,41.95180509,2.658929888,67.51218276,10
Gillispie,Pamela,F,42.77689227,5.511921928,93.45297623,5
Wells,Florine,F,50.31376927,5.558713698,111.7055828,4
Krause,Gary,M,37.39528911,5.67102052,24.90538271,2
Stump,Martha,F,65.26904935,5.529244337,234.2104547,8
Kennedy,Lynn,F,33.63752018,3.505359055,52.1428221,6
Brinson,Lindsey,F,50.47431619,4.645106248,87.12646918,9
Gwynn,Herman,M,32.91452632,5.807487502,46.75346397,6
Thomas,Clara,F,29.00315453,1.331818322,14.73854472,1
Isaacs,Laura,F,49.03541919,5.816993868,155.5370027,5
Berry,Christina,F,51.4460449,2.765426217,129.5432027,2
Lemon,Lizabeth,F,60.57474678,5.358083913,181.6342485,2
Maxwell,Jasmine,F,45.75160772,3.228296622,100.5611005,8
Crow,Kevin,M,39.71334589,6.219701219,10.78571773,9
Knight,Anna,F,60.14138582,4.026542663,173.3840876,6
Langford,Melinda,F,47.16046441,5.638300547,81.69332659,8
Bunch,Julia,F,49.63393262,4.496685311,49.1975095,3
Atchison,Richard,M,37.73041316,5.923759413,13.46888532,6
McMurray,Melanie,F,36.67060079,3.957343269,50.86532918,6
Johnson,Winfred,M,38.14419493,4.577209345,45.20875612,8
Flores,Lillian,F,45.6453869,4.533299444,118.2411886,5
Galvan,Louis,M,42.80313173,2.479180937,46.5315185,3
Armstrong,Harry,M,69.18941178,3.139270525,155.6722669,3
Barnes,Julio,M,46.40737479,4.708182358,42.98401804,3
McClain,Thomas,M,31.93540281,5.420433863,22.86683755,4
Dobbins,Douglas,M,32.62073669,2.643395751,23.45417887,2
Rojo,Lewis,M,50.58938716,3.890555388,128.5396188,8
Johnson,Kyle,M,40.2696737,2.88457184,0,3
Jennings,William,M,39.48584924,5.646447802,43.97516998,4
Velez,Brenda,F,35.36656841,6.376282424,17.25203656,1
Petty,Mary,F,64.96005896,7.215176132,176.6111711,8
Flickinger,Teresa,F,36.62005456,4.430698656,95.12889057,10
Smith,Tina,F,52.2047818,3.368441995,130.8243098,8
Pringle,Mack,M,39.42868326,1.947468385,38.8747758,7
Pennington,Lynn,M,28.46509226,1.949599255,0,7
Hansen,James,M,29.75672109,4.991871742,0,5
Patten,Sylvia,F,45.03834975,2.813930829,70.84063658,2
Gravelle,Amy,F,22.17594427,4.430762935,0,8
North,Jennifer,F,60.51903765,4.00076549,139.2420007,3
Castro,William,M,41.15149429,4.390640666,56.56918662,7
Grote,Rosalyn,F,46.95301543,2.175421071,97.43390071,10
Desmarais,Michael,M,25.13490999,7.094085202,0,6
Price,Charles,M,58.76292202,3.921795049,107.4868734,6
Jaynes,William,M,39.18471316,1.739139252,25.51964407,6
Diaz,Judy,F,13.00128706,6.109721423,0,6
Miller,Robert,M,38.04020394,4.091479606,34.48168297,10
Hazelwood,Bess,F,48.19972008,5.149492032,83.82662926,6
Davidson,Alexandra,F,55.14916143,1.692511,164.0803457,2
Risch,Elvin,M,51.07416861,1.836624884,94.94994333,2
Neely,Kathleen,F,45.17259857,5.101301591,115.9547186,4
Weir,Adam,M,48.63062868,5.455138029,80.96500583,7
Wasinger,Susan,F,26.44900108,5.378354051,0,10
Campbell,Dennis,M,52.39845283,5.068400348,65.29851177,7
Gaudreau,Margaret,F,28.15389067,4.202907229,1.669832803,5
Valadez,Annie,F,38.81630623,6.353956168,45.94710795,3
Dibble,Manuela,F,39.96175866,4.8094189,75.76291695,3
Fleischer,Delia,F,36.74605823,5.899721153,0,5
Monk,Linda,F,33.71079317,8.397538273,0,8
Gonzales,Charlotte,F,48.43577199,5.244962527,139.1187261,8
Thompson,Christopher,M,62.25296651,6.182176671,170.826866,1
Johnson,Jennifer,F,43.89843265,6.173492504,32.72988337,9
Clark,Lorraine,F,42.3939824,4.97584095,117.0543841,2
Randolph,Susan,F,32.25456589,3.205741766,21.38609958,2
Taylor,Jennifer,F,50.41475845,4.53515803,44.65787986,9
Gardner,Frank,M,52.88292639,5.324366606,97.54137273,8
Tucker,Minnie,F,33.44307264,6.314169407,33.81130611,5
Weisz,Lisa,F,41.9017825,6.544205744,79.33622372,1
Robinson,Andrew,M,42.69614344,5.283717287,53.76593269,6
Cook,Maude,F,29.11514039,4.679469254,0,3
William,Bonnie,F,35.37398336,7.335032089,0,2
Michie,Brittany,F,44.8155757,5.721586303,102.1243481,10
Jones,Helen,F,46.48454411,5.082914001,139.5149534,6
Leon,Melanie,F,39.36228942,4.123506041,42.93263481,9
Cole,Theresa,F,38.69185179,5.311376253,50.08330868,3
Curtis,Benjamin,M,49.66178774,1.567530155,99.6187943,9
Olmo,Ruth,F,42.08170824,6.087322375,62.1025147,5
Williams,Velma,F,44.67307822,2.580100304,88.78985668,4
Klass,Emanuel,M,56.86717805,4.801087295,99.84998727,4
Markel,Emma,F,59.94902282,0.62262149,109.0643048,6
Jimenez,Vivian,F,34.0778634,3.909855595,0.506135647,4
Flores,Carrie,F,40.95722997,3.868092904,89.54654108,5
Johnson,Edward,M,26.55875428,3.243592482,15.09349378,10
Frechette,Dorothy,F,48.06678574,5.036899896,113.1029795,9
Beck,Claire,F,49.27796903,4.522626726,128.1683207,3
Terrazas,Tracey,F,38.85773105,2.982424983,26.05273587,10
